"Status","SanctuarySection","ClassType","CollectionName","Title","FileName","FullPath","SizeGB","LastWriteTime","BunnyVideoId","BunnyStatus","UploadedAt","Notes"
"uploaded","Live Studio Classes","Somatic Hatha","Live Studio Classes - Somatic Hatha","2026-03-11 Wednesday Somatikatha 09-36-40","2026-03-11 Wednesday Somatikatha 09-36-40 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-11 Wednesday Somatikatha 09-36-40 (edited).mp4","1.39","2026-06-26 03:29:16","3415509d-dcc3-4aed-971d-22148d7bb646","uploaded_to_bunny_processing","2026-07-01 02:51:21",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-03-16 Monday Somatic Vinyasa 17-37-11","2026-03-16 Monday Somatic Vinyasa 17-37-11 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-16 Monday Somatic Vinyasa 17-37-11 (edited).mp4","1.84","2026-06-26 03:37:02","4b3a154a-0fa2-43dc-8314-7083711a2366","uploaded_to_bunny_processing","2026-07-01 12:38:50",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-17 Tuesday Restorative 09-55-41","2026-03-17 Tuesday Restorative 09-55-41 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-17 Tuesday Restorative 09-55-41 (edited).mp4","1.47","2026-06-26 03:44:16","feeaa0ca-6d6d-4077-9c92-260e9b81d7f4","uploaded_to_bunny_processing","2026-07-01 12:49:12",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-17 Tuesday Restorative 17-32-30","2026-03-17 Tuesday Restorative 17-32-30 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-17 Tuesday Restorative 17-32-30 (edited).mp4","1.9","2026-06-25 23:00:00","8273d13d-0711-455c-801e-bc0eb345c8f5","uploaded_to_bunny_processing","2026-07-01 03:07:27",""
"uploaded","Live Studio Classes","Somatic Hatha","Live Studio Classes - Somatic Hatha","2026-03-18 Wednesday Somatikatha 09-39-25","2026-03-18 Wednesday Somatikatha 09-39-25 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-18 Wednesday Somatikatha 09-39-25 (edited).mp4","1.48","2026-06-26 03:51:22","f6c3919c-bbd3-426c-814a-ed970b24cb15","uploaded_to_bunny_processing","2026-07-01 03:15:36",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-03-23 Monday Somatic Vinyasa 17-43-42","2026-03-23 Monday Somatic Vinyasa 17-43-42 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-23 Monday Somatic Vinyasa 17-43-42 (edited).mp4","1.81","2026-06-26 14:33:47","11051133-fe2b-44c0-9578-e6e69d7d818e","uploaded_to_bunny_processing","2026-07-01 03:26:05",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-24 Tuesday Restorative 09-43-16","2026-03-24 Tuesday Restorative 09-43-16 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-24 Tuesday Restorative 09-43-16 (edited).mp4","1.63","2026-06-26 14:41:38","b228ac9a-1a59-41b8-a3c1-1d8c71d1384e","uploaded_to_bunny_processing","2026-07-01 03:35:50",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-24 Tuesday Restorative 17-31-56","2026-03-24 Tuesday Restorative 17-31-56 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-24 Tuesday Restorative 17-31-56 (edited).mp4","2.05","2026-06-25 23:25:17","e5d27e3e-4890-4a96-ab71-078640e7cd90","uploaded_to_bunny_processing","2026-07-01 03:47:23",""
"uploaded","Live Studio Classes","Somatic Hatha","Live Studio Classes - Somatic Hatha","2026-03-25 Wednesday Somatikatha 09-45-36","2026-03-25 Wednesday Somatikatha 09-45-36 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-25 Wednesday Somatikatha 09-45-36 (edited).mp4","1.32","2026-06-26 03:58:44","f2609483-dc7a-415a-88ff-aa059fd790cf","uploaded_to_bunny_processing","2026-07-01 03:54:10",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-03-30 Monday Somatic Vinyasa 17-44-18","2026-03-30 Monday Somatic Vinyasa 17-44-18 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-30 Monday Somatic Vinyasa 17-44-18 (edited).mp4","1.71","2026-06-26 04:08:11","7a5737f9-4019-41dc-9f0a-50b442222fd1","uploaded_to_bunny_processing","2026-07-01 04:04:06",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-31 Tuesday Restorative 09-45-34","2026-03-31 Tuesday Restorative 09-45-34 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-31 Tuesday Restorative 09-45-34 (edited).mp4","1.36","2026-06-26 04:15:05","1eff0e3c-01ae-4d68-ad45-1a609d45f53c","uploaded_to_bunny_processing","2026-07-01 04:12:27",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-03-31 Tuesday Restorative 17-33-04","2026-03-31 Tuesday Restorative 17-33-04 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-03-31 Tuesday Restorative 17-33-04 (edited).mp4","1.9","2026-06-26 04:22:59","9450ac22-aa0f-4cf1-8049-e156b3644313","uploaded_to_bunny_processing","2026-07-01 04:23:46",""
"uploaded","Live Studio Classes","Somatic Hatha","Live Studio Classes - Somatic Hatha","2026-04-01 Wednesday Somatikatha 09-40-18","2026-04-01 Wednesday Somatikatha 09-40-18 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-01 Wednesday Somatikatha 09-40-18 (edited).mp4","1.54","2026-06-26 04:30:28","bb973b66-7b2f-4181-9da6-e788ed7e1233","uploaded_to_bunny_processing","2026-07-01 04:33:48",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-04-06 Monday Somatic Vinyasa 17-35-38","2026-04-06 Monday Somatic Vinyasa 17-35-38 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-06 Monday Somatic Vinyasa 17-35-38 (edited).mp4","2.25","2026-06-25 23:56:33","2b46f3e5-fd40-49f0-ba70-c022b44a55e6","uploaded_to_bunny_processing","2026-07-01 04:48:45",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-04-07 Tuesday Restorative 09-39-36","2026-04-07 Tuesday Restorative 09-39-36 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-07 Tuesday Restorative 09-39-36 (edited).mp4","1.55","2026-06-26 04:37:41","c1a7d253-0a91-43d1-89f1-efbc312c19bc","uploaded_to_bunny_processing","2026-07-01 04:59:22",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-04-13 Monday Somatic Vinyasa 17-48-20","2026-04-13 Monday Somatic Vinyasa 17-48-20 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-13 Monday Somatic Vinyasa 17-48-20 (edited).mp4","1.8","2026-06-26 04:45:22","39569d55-91f5-43bb-9248-b0cdd46fdf70","uploaded_to_bunny_processing","2026-07-01 05:10:16",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-04-14 Tuesday Restorative 09-41-49","2026-04-14 Tuesday Restorative 09-41-49 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-14 Tuesday Restorative 09-41-49 (edited).mp4","1.65","2026-06-26 04:52:42","2203c7a0-e692-47ac-ba2b-2b5a99e408c5","uploaded_to_bunny_processing","2026-07-01 05:19:59",""
"uploaded","Live Studio Classes","Somatic Hatha","Live Studio Classes - Somatic Hatha","2026-04-15 Wednesday Somatikatha 10-26-30","2026-04-15 Wednesday Somatikatha 10-26-30 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-15 Wednesday Somatikatha 10-26-30 (edited).mp4","1.13","2026-06-26 03:01:19","70242ec7-b6d9-46dd-adfe-72436f182bec","uploaded_to_bunny_processing","2026-07-01 05:29:14",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-04-21 Tuesday Restorative 09-45-03","2026-04-21 Tuesday Restorative 09-45-03 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-21 Tuesday Restorative 09-45-03 (edited).mp4","1.59","2026-06-26 00:22:47","f6c0b601-dd80-4afe-a8c7-9ebf8e51f07e","uploaded_to_bunny_processing","2026-07-01 05:39:07",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-04-21 Tuesday Restorative 18-06-25","2026-04-21 Tuesday Restorative 18-06-25 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-04-21 Tuesday Restorative 18-06-25 (edited).mp4","1.5","2026-06-26 04:59:21","07e40609-a30d-4c64-9d6c-0f64064fc7e3","uploaded_to_bunny_processing","2026-07-01 05:48:47",""
"uploaded","Live Studio Classes","Somatic Vinyasa","Live Studio Classes - Somatic Vinyasa","2026-05-11 Monday Somatic Vinyasa 17-44-24","2026-05-11 Monday Somatic Vinyasa 17-44-24 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-05-11 Monday Somatic Vinyasa 17-44-24 (edited).mp4","2.38","2026-06-26 05:08:36","601320a3-3fab-4215-a379-4f993a466b95","uploaded_to_bunny_processing","2026-07-01 06:04:40",""
"uploaded","Live Studio Classes","Restorative","Live Studio Classes - Restorative","2026-05-12 Tuesday Restorative 09-39-17","2026-05-12 Tuesday Restorative 09-39-17 (edited).mp4","D:\Beyond the Bend Yoga Live Classes\Outbox\2026-05-12 Tuesday Restorative 09-39-17 (edited).mp4","1.4","2026-06-26 05:15:29","2ca82257-49c8-4481-a606-37fd359a1ed5","uploaded_to_bunny_processing","2026-07-02 00:32:00",""
